            univ_name,univ_dept,univ_img
서울대학교,전기ㆍ정보공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,원자핵공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,에너지자원공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,재료공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,컴퓨터공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,산업공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,(공과대학)광역,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,첨단융합학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,산림과학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,생명과학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,식품ㆍ동물생명공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,바이오시스템·소재학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,식물생산과학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,응용생물화학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,화학생물공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,수의예과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,수의학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,화학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,지구환경과학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,지구환경시스템공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,조경ㆍ지역시스템공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,소비자아동학부(소비자학전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,소비자아동학부(아동가족학전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,식품영양학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,의류학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,수리과학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,통계학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,물리ㆍ천문학부(물리학전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,물리ㆍ천문학부(천문학전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,지리학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,의예과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,간호학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,약학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,제약학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,제약학과(2+4학제),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,약학과(2+4년제),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,약학기본과정(2+4학제),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,약학계열(6년제),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,디자인과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,공예과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,동양화과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,서양화과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,조소과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,음악학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,국악과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,관현악과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,피아노과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,성악과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,작곡과(이론전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,작곡과(작곡전공),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,의학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
서울대학교,간호학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fseoul.jpg?alt=media
연세대학교,국어국문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,한국언어문화교육전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,중어중문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,영어영문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,독어독문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,노어노문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,불어불문학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드 비교문학과문화전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,문헌정보학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,문화인류학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,한국문화·통상전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,한국문화전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,문화ㆍ미디어전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,심리학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,사학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,신학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드 국제학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,철학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,경영학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,경제학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,경제학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드 경제학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언론홍보영상학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,국제통상전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,사회복지학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,사회학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,문화미디어전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,정치외교학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드 정치외교학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,행정학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,글로벌인재학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,교육학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,체육교육학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,건축공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,실내건축학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,건축학(5년제),https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,토목환경공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,건설환경공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,도시공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,기계공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,전기전자공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,시스템반도체공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,디스플레이융합공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,신소재공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,인공지능학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,컴퓨터과학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,응용정보공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,산업공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,정보산업공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,화공생명공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,생명공학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,언더우드 생명과학공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,바이오생활공학전공,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,생화학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,시스템생물학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,화학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,사회환경시스템공학부,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,아동ㆍ가족학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,식품영양학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,의류환경학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,수학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,응용통계학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,물리학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,대기과학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
연세대학교,천문우주학과,https://firebasestorage.googleapis.com/v0/b/ipsi-f2028.firebasestorage.app/o/firebase%2Funiv%2Fyonsei.jpg?alt=media
